ID;Название;Вердикт;Status;Длина_Ряда;Среднее_Значение;Станд_Отклонение;Коэф_Вариации;Асимметрия_Сдвига;Эксцесс_Хвостов;Процентиль_75;Процентиль_95;Коэф_Аномалий_Шага;Энтропия_Шеннона;Энтропия_Перестановок;Приближенная_Энтропия_ApEn;Автокорреляция_Лаг1;Автокорреляция_Лаг2;Автокорреляция_Лаг3;Автокорреляция_Лаг4;Автокорреляция_Лаг5;Энергия_Спектра_Фурье;Главная_Частота_Фурье;Пик_Амплитуды_Фурье;Медианная_Частота_Фурье;Дисперсия_Спектра_Фурье;Спектральная_Энтропия_Фурье;Радиус_Векторного_Облака;Физическая_Длина_Змеи;Доля_Оси_PCA_X;Доля_Оси_PCA_Y;Доля_Оси_PCA_Z;Сила_Ротора_Закрутки;Индекс_Сквозных_Дыр;Коэф_Ветвления_Пирсона;Фрактал_Размерность_GP;Показатель_Херста_Памяти;Девиация_Закона_Бенфорда;Доля_Первых_Единиц_Бенфорда;Бенфорд_Хи_Квадрат;Бенфорд_KL_Дивергенция;Бенфорд_Стат_Вердикт
"=""A009119""";Expansion of e.g.f. cos(x/cosh(x)) (even powers only).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=3.394903300951324e+51;Успешно;"=""16.0""";"=""-1.7015544760062312e+28""";"=""6.604587125374569e+28""";"=""3.8815""";"=""-3.6148""";"=""11.0665""";"=""250153160400.0""";"=""1.4054367092582434e+26""";"=""14.97""";"=""4.0""";"=""1.0""";"=""0.2338""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""5.957097226145719e+59""";"=""8.0""";"=""2.7337305125882146e+29""";"=""4.0""";"=""3.9143599176916226e+26""";"=""3.0""";"=""3.619482351243577e+28""";"=""2.739371213115812e+29""";"=""1.0""";"=""0.0""";"=""0.0""";"=""3.394903300951324e+51""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4884""";"=""0.0672""";"=""0.5""";"=""-1.0""";"=""0.4281""";Нетипичный ряд
"=""A009120""";a(n) = (4*n)!/(2*n)!.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.1754;Успешно;"=""13.0""";"=""1.539256885315236e+36""";"=""5.331459483466264e+36""";"=""3.4637""";"=""3.1754""";"=""8.0833""";"=""5.810240762064398e+25""";"=""8.004608671222422e+36""";"=""12.0""";"=""3.7004""";"=""-0.0""";"=""0.2712""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""2.4018668889146795e+75""";"=""1.0""";"=""2.001006849688568e+37""";"=""4.0""";"=""1.5889068628333124e+33""";"=""2.585""";"=""3.307064094257978e+36""";"=""2.0007974304682915e+37""";"=""1.0""";"=""0.0""";"=""0.0""";"=""1.116749828487833e+65""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4844""";"=""0.0389""";"=""0.3846""";"=""-1.0""";"=""0.4843""";Нетипичный ряд
"=""A009121""";Expansion of e.g.f. cosh(exp(x)*x).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.5489;Успешно;"=""24.0""";"=""1.4132649064944492e+18""";"=""6.27468356423415e+18""";"=""4.4398""";"=""4.5489""";"=""18.8081""";"=""29243254378476.25""";"=""1.9849810669536922e+18""";"=""21.31""";"=""4.5016""";"=""0.2668""";"=""0.3446""";"=""1.0""";"=""1.0""";"=""1.0""";"=""0.9999""";"=""0.9999""";"=""1.1767751336336505e+40""";"=""1.0""";"=""3.381899339653751e+19""";"=""6.0""";"=""1.6083203927843686e+18""";"=""3.5831""";"=""2.7935351047765396e+18""";"=""3.150961109309625e+19""";"=""0.9998""";"=""0.0002""";"=""0.0""";"=""8.058544809152464e+33""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5017""";"=""0.029""";"=""0.3478""";"=""-1.0""";"=""0.3013""";Нетипичный ряд
"=""A009122""";Expansion of e.g.f. cosh(log(1+log(1+x))).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=2.344203098056193e+32;Успешно;"=""19.0""";"=""3.64832986875218e+17""";"=""1.6061061504132826e+18""";"=""4.4023""";"=""3.9985""";"=""14.0142""";"=""51978474.0""";"=""7.259087966836388e+17""";"=""17.37""";"=""4.1427""";"=""0.9975""";"=""0.2062""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""4.65613642434365e+38""";"=""9.0""";"=""7.43262732857812e+18""";"=""5.0""";"=""1.7332317067459917e+17""";"=""3.1695""";"=""7.966112342045183e+17""";"=""7.702990639513504e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""2.344203098056193e+32""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4906""";"=""0.0524""";"=""0.2778""";"=""-1.0""";"=""0.4184""";Нетипичный ряд
"=""A009123""";Expansion of e.g.f.: cosh(log(1+sin(x))).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=1.5642435268531241e+28;Успешно;"=""22.0""";"=""-1471383439195710.0""";"=""7264018146410261.0""";"=""4.9369""";"=""-4.3262""";"=""16.8473""";"=""133664.0""";"=""13822467062169.59""";"=""19.49""";"=""4.3685""";"=""1.0""";"=""0.3676""";"=""-1.0""";"=""1.0""";"=""-0.9999""";"=""0.9999""";"=""-0.9998""";"=""1.346691958611037e+34""";"=""11.0""";"=""3.735123439237311e+16""";"=""6.0""";"=""1760764380746986.8""";"=""3.4576""";"=""3314056796151108.5""";"=""4.0131957880243144e+16""";"=""0.9998""";"=""0.0002""";"=""0.0""";"=""1.5642435268531241e+28""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4916""";"=""0.0704""";"=""0.4762""";"=""-1.0""";"=""0.5528""";Нетипичный ряд
"=""A009124""";Expansion of e.g.f. cosh(log(1+sinh(x))).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=2.0474726442971398e+30;Успешно;"=""20.0""";"=""-2.5684621093563628e+16""";"=""1.1753640780944502e+17""";"=""4.5761""";"=""-4.1143""";"=""14.9763""";"=""1319776.0""";"=""1306723278610449.8""";"=""18.11""";"=""4.2219""";"=""1.0""";"=""0.3944""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""2.9218308212095083e+36""";"=""10.0""";"=""5.636832249763585e+17""";"=""6.0""";"=""1.761251737364259e+16""";"=""3.3212""";"=""5.660820155936064e+16""";"=""5.905455784376436e+17""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""2.0474726442971398e+30""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4911""";"=""0.0229""";"=""0.2632""";"=""-1.0""";"=""0.2075""";Мало данных (Оценка по KL)
"=""A009125""";Expansion of e.g.f. cosh(log(1+tan(x))).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=8.165714703040682e+31;Успешно;"=""20.0""";"=""-1.8308457419968093e+17""";"=""8.334071841269435e+17""";"=""4.552""";"=""-4.1175""";"=""14.992""";"=""3299824.0""";"=""8182134728719677.0""";"=""18.21""";"=""4.2219""";"=""1.0""";"=""0.1985""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""1.4682392284617208e+38""";"=""10.0""";"=""3.977540932609454e+18""";"=""6.0""";"=""1.1120966264916474e+17""";"=""3.3213""";"=""4.0137617525737254e+17""";"=""4.145935984293546e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""8.165714703040682e+31""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4912""";"=""0.0437""";"=""0.4211""";"=""-1.0""";"=""0.3818""";Нетипичный ряд
"=""A009126""";Expansion of e.g.f. cosh(log(1+tanh(x))).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=6.3773438707961965e+38;Успешно;"=""27.0""";"=""4.5539070170532434e+18""";"=""2.331974545326462e+19""";"=""5.1208""";"=""4.9028""";"=""22.0376""";"=""655360.0""";"=""1733055798018046.2""";"=""12.95""";"=""4.6067""";"=""2.1991""";"=""0.1584""";"=""-0.0397""";"=""-1.0""";"=""0.0431""";"=""1.0""";"=""-0.0471""";"=""1.9821893745784286e+41""";"=""7.0""";"=""1.2396745613605098e+20""";"=""7.0""";"=""3.516103675642666e+17""";"=""3.7004""";"=""1.5919893062362855e+19""";"=""2.992951730706592e+20""";"=""0.5103""";"=""0.4897""";"=""0.0""";"=""6.3773438707961965e+38""";"=""0.0""";"=""-0.7187""";"=""0.0""";"=""0.4943""";"=""0.0614""";"=""0.52""";"=""-1.0""";"=""0.3026""";Нетипичный ряд
"=""A009127""";Area of more than one Pythagorean triangle.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.997;Успешно;"=""38.0""";"=""22462.89""";"=""15754.75""";"=""0.7014""";"=""0.168""";"=""-1.3011""";"=""34237.5""";"=""47290.5""";"=""4.17""";"=""5.2479""";"=""-0.0""";"=""2.0307""";"=""0.997""";"=""0.9957""";"=""0.9926""";"=""0.9904""";"=""0.9902""";"=""179481418164.0""";"=""1.0""";"=""342429.24""";"=""5.0""";"=""73319.98""";"=""3.6599""";"=""23026.81""";"=""99655.15""";"=""0.9359""";"=""0.0354""";"=""0.0287""";"=""68848439.27""";"=""0.0""";"=""-0.2839""";"=""0.0""";"=""0.775""";"=""0.0316""";"=""0.2368""";"=""12.5838""";"=""0.2912""";Значим (Хи-Квадрат OK)
"=""A009128""";Expansion of e.g.f. cosh(log(1+x))*cos(x).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=3.1865163224961555e+30;Успешно;"=""21.0""";"=""2.981083612687154e+16""";"=""1.404753481673356e+17""";"=""4.7122""";"=""4.2304""";"=""15.9564""";"=""980324.0""";"=""1729608638117192.0""";"=""18.99""";"=""4.2971""";"=""1.2448""";"=""0.3805""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""4.351197819122882e+36""";"=""10.0""";"=""6.915125834673898e+17""";"=""6.0""";"=""2.2726404821737204e+16""";"=""3.3211""";"=""6.579839456728568e+16""";"=""7.275600356304316e+17""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""3.1865163224961555e+30""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4916""";"=""0.0625""";"=""0.4211""";"=""-1.0""";"=""0.4961""";Нетипичный ряд
"=""A009129""";Perimeter of more than one Pythagorean triangle.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9992;Успешно;"=""54.0""";"=""427.85""";"=""184.39""";"=""0.431""";"=""-0.3095""";"=""-0.9893""";"=""574.5""";"=""686.1""";"=""2.41""";"=""5.7549""";"=""-0.0""";"=""1.9026""";"=""0.9992""";"=""0.9985""";"=""0.9977""";"=""0.9969""";"=""0.9963""";"=""49644168.0""";"=""1.0""";"=""5318.18""";"=""6.0""";"=""1040.01""";"=""4.1349""";"=""260.29""";"=""1170.26""";"=""0.9654""";"=""0.0218""";"=""0.0129""";"=""5417.36""";"=""0.0009""";"=""0.1049""";"=""0.0""";"=""0.7857""";"=""0.0869""";"=""0.0926""";"=""39.2455""";"=""0.4519""";Нетипичный ряд
"=""A009130""";Expansion of e.g.f. cosh(log(1+x))/cos(x).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=3.793039974621863e+31;Успешно;"=""21.0""";"=""1.0212225008965405e+17""";"=""4.812126723029886e+17""";"=""4.7121""";"=""4.2305""";"=""15.9564""";"=""3366166.0""";"=""5925189947339626.0""";"=""18.99""";"=""4.3923""";"=""0.998""";"=""0.3805""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""5.106022273468885e+37""";"=""10.0""";"=""2.3688104399700905e+18""";"=""6.0""";"=""7.782349956529098e+16""";"=""3.3211""";"=""2.2539910689600298e+17""";"=""2.492251076314761e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""3.793039974621863e+31""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4916""";"=""0.0456""";"=""0.2""";"=""-1.0""";"=""0.2483""";Мало данных (Оценка по KL)
"=""A009131""";Expansion of e.g.f. cosh(log(1+x))/cosh(x).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=4.4733068043443944e+30;Успешно;"=""21.0""";"=""3.5766502194126804e+16""";"=""1.6854131731337146e+17""";"=""4.7123""";"=""4.2304""";"=""15.9563""";"=""1143284.0""";"=""2072993596779944.0""";"=""18.99""";"=""4.2971""";"=""1.2448""";"=""0.3805""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""6.263561729000709e+36""";"=""10.0""";"=""8.296733724142733e+17""";"=""6.0""";"=""2.7269667192026364e+16""";"=""3.3211""";"=""7.894444620303995e+16""";"=""8.729247345198184e+17""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""4.4733068043443944e+30""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4916""";"=""0.0653""";"=""0.5263""";"=""-1.0""";"=""0.3807""";Нетипичный ряд
"=""A009132""";Expansion of e.g.f. cosh(log(1+x))/exp(x).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=8.06550322613222e+31;Успешно;"=""21.0""";"=""1.4997947122332227e+17""";"=""7.067369176894029e+17""";"=""4.7122""";"=""4.2304""";"=""15.9564""";"=""4932046.0""";"=""8701728051642202.0""";"=""18.99""";"=""4.3923""";"=""0.998""";"=""0.3805""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""1.1013469411693847e+38""";"=""10.0""";"=""3.4790265919185633e+18""";"=""6.0""";"=""1.143374229245079e+17""";"=""3.3211""";"=""3.310342716502885e+17""";"=""3.660382719983943e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""8.06550322613222e+31""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4916""";"=""0.0129""";"=""0.2857""";"=""-1.0""";"=""0.0851""";Мало данных (Оценка по KL)
"=""A009133""";Expansion of e.g.f. cosh(log(1+x)*cos(x)).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=7.92195292076926e+31;Успешно;"=""22.0""";"=""-1.5320570987271094e+17""";"=""7.385513372471624e+17""";"=""4.8207""";"=""-4.3469""";"=""16.9547""";"=""259278.0""";"=""446166042120847.7""";"=""19.98""";"=""4.1524""";"=""1.5955""";"=""0.3676""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""1.3889923145371633e+38""";"=""11.0""";"=""3.714398104220915e+18""";"=""6.0""";"=""1.2130498713606718e+17""";"=""3.4586""";"=""3.369137102367059e+17""";"=""3.8997448956002657e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""7.92195292076926e+31""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4921""";"=""0.0611""";"=""0.2632""";"=""-1.0""";"=""0.3544""";Нетипичный ряд
"=""A009134""";Expansion of cosh(log(1+x)*cosh(x)).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=7.025419388067266e+29;Успешно;"=""20.0""";"=""-1.396493029954144e+16""";"=""6.420165518696913e+16""";"=""4.5973""";"=""-4.1112""";"=""14.9612""";"=""1462446.0""";"=""788306863826049.0""";"=""18.03""";"=""4.2219""";"=""1.0""";"=""0.3944""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""8.72175275206913e+35""";"=""10.0""";"=""3.092079218183676e+17""";"=""6.0""";"=""1.0542892958319084e+16""";"=""3.321""";"=""3.0921753238925908e+16""";"=""3.253881683987436e+17""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""7.025419388067266e+29""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.491""";"=""0.0205""";"=""0.3158""";"=""-1.0""";"=""0.2131""";Мало данных (Оценка по KL)
"=""A009135""";Expansion of e.g.f. cosh(log(1+x)*exp(x)).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=9.005950117825915e+30;Успешно;"=""22.0""";"=""-5.870772059055101e+16""";"=""2.831794695967167e+17""";"=""4.8235""";"=""-4.3466""";"=""16.9526""";"=""209286.0""";"=""176964947592563.06""";"=""19.97""";"=""4.3685""";"=""1.571""";"=""0.3676""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-1.0""";"=""2.0421298045245157e+37""";"=""11.0""";"=""1.4248999550735688e+18""";"=""6.0""";"=""4.702903429517835e+16""";"=""3.4586""";"=""1.2918167394893654e+17""";"=""1.4967790720626368e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""9.005950117825915e+30""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4921""";"=""0.0347""";"=""0.381""";"=""-1.0""";"=""0.2865""";Нетипичный ряд
"=""A009136""";Expansion of e.g.f. cosh(x*log(1+x)).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=9.579414392440397e+30;Успешно;"=""21.0""";"=""5.207050254648481e+16""";"=""2.4532565295692925e+17""";"=""4.7114""";"=""4.2306""";"=""15.957""";"=""1604520.0""";"=""2999458158459840.0""";"=""19.0""";"=""4.1659""";"=""1.6163""";"=""0.3805""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""1.3270721057722983e+37""";"=""10.0""";"=""1.2074634584942298e+18""";"=""6.0""";"=""3.955707568763658e+16""";"=""3.3211""";"=""1.1490998752557974e+17""";"=""1.270189483694969e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""9.579414392440397e+30""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4916""";"=""0.0378""";"=""0.4444""";"=""-1.0""";"=""0.2832""";Нетипичный ряд
"=""A009137""";Expansion of e.g.f. cosh(log(1+x)/cos(x)).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=1.7792867964600536e+30;Успешно;"=""20.0""";"=""-2.376053963017153e+16""";"=""1.09099294326943e+17""";"=""4.5916""";"=""-4.1121""";"=""14.9654""";"=""1937526.0""";"=""1304306140533230.2""";"=""18.05""";"=""4.2219""";"=""1.0""";"=""0.3944""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""2.5182544501806764e+36""";"=""10.0""";"=""5.2482996418514285e+17""";"=""6.0""";"=""1.7487344305038992e+16""";"=""3.3211""";"=""5.254566336591972e+16""";"=""5.516168637325679e+17""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""1.7792867964600536e+30""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.491""";"=""0.0236""";"=""0.3158""";"=""-1.0""";"=""0.2536""";Нетипичный ряд
"=""A009138""";Expansion of e.g.f.: cosh(log(1+x)/cosh(x)).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=1.33006795147955e+30;Успешно;"=""21.0""";"=""1.3314348628615498e+16""";"=""6.275076135100516e+16""";"=""4.713""";"=""4.2302""";"=""15.9552""";"=""690960.0""";"=""824126273574336.0""";"=""18.98""";"=""4.0707""";"=""1.6163""";"=""0.3805""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9997""";"=""8.682536000538419e+35""";"=""10.0""";"=""3.090342109780631e+17""";"=""6.0""";"=""1.021819498301249e+16""";"=""3.3211""";"=""2.9392369843406376e+16""";"=""3.2529380828964646e+17""";"=""0.9997""";"=""0.0003""";"=""0.0""";"=""1.33006795147955e+30""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4916""";"=""0.0131""";"=""0.3333""";"=""-1.0""";"=""0.2161""";Мало данных (Оценка по KL)
"=""A009139""";Expansion of e.g.f. cosh(log(1+x)/exp(x)).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=8.764459763024049e+31;Успешно;"=""20.0""";"=""-1.7370502664691562e+17""";"=""7.957529859494047e+17""";"=""4.5811""";"=""-4.1136""";"=""14.9729""";"=""8283042.0""";"=""9050774292517664.0""";"=""18.1""";"=""4.2219""";"=""1.0""";"=""0.3944""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""1.339405900956237e+38""";"=""10.0""";"=""3.8199547552673987e+18""";"=""6.0""";"=""1.218610866883332e+17""";"=""3.3211""";"=""3.832549450162872e+17""";"=""4.0060374806348564e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""8.764459763024049e+31""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4911""";"=""0.0316""";"=""0.2105""";"=""-1.0""";"=""0.3072""";Нетипичный ряд
"=""A009140""";Expansion of e.g.f. cosh(log(1+x)^2).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=1.2286498031324826e+31;Успешно;"=""20.0""";"=""-6.692930706149796e+16""";"=""3.060728529361012e+17""";"=""4.5731""";"=""-4.1147""";"=""14.9784""";"=""2598621.0""";"=""3348879686032512.0""";"=""18.13""";"=""4.0842""";"=""1.6337""";"=""0.3944""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""0.9999""";"=""-0.9999""";"=""1.9812069169435675e+37""";"=""10.0""";"=""1.4669362007577764e+18""";"=""6.0""";"=""4.521504839104793e+16""";"=""3.3212""";"=""1.4741109159325395e+17""";"=""1.5358187861981824e+18""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""1.2286498031324826e+31""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4911""";"=""0.1174""";"=""0.5294""";"=""-1.0""";"=""0.7389""";Нетипичный ряд
"=""A009141""";Expansion of e.g.f. cosh(sin(log(1+x))).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=6.748009508934616e+29;Успешно;"=""21.0""";"=""-6548152465969931.0""";"=""3.1897951438018428e+16""";"=""4.8713""";"=""-4.2003""";"=""15.8061""";"=""98064.0""";"=""64916998981504.0""";"=""18.4""";"=""4.2971""";"=""1.2448""";"=""0.3805""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""2.243541869602511e+35""";"=""10.0""";"=""1.615872753721635e+17""";"=""6.0""";"=""8365240507986592.0""";"=""3.3197""";"=""1.4943313288786448e+16""";"=""1.7534100220385754e+17""";"=""0.9995""";"=""0.0005""";"=""0.0""";"=""6.748009508934616e+29""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4909""";"=""0.0169""";"=""0.4""";"=""-1.0""";"=""0.0877""";Мало данных (Оценка по KL)
"=""A009142""";Expansion of e.g.f. cosh(sin(sin(x))), even powers only.;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=3.5190008198677683e+40;Успешно;"=""15.0""";"=""-3.172181732758214e+22""";"=""1.1913644185916517e+23""";"=""3.7557""";"=""-3.4743""";"=""10.0711""";"=""11281517077.0""";"=""4.993606901487429e+20""";"=""13.95""";"=""3.7736""";"=""1.6143""";"=""0.2449""";"=""-1.0""";"=""1.0""";"=""-0.9997""";"=""-0.9999""";"=""1.0""";"=""1.5967678251220014e+48""";"=""7.0""";"=""4.7911964372245485e+23""";"=""4.0""";"=""1.1283307690291441e+21""";"=""2.8074""";"=""6.78288387966714e+22""";"=""4.808286799460099e+23""";"=""1.0""";"=""0.0""";"=""0.0""";"=""3.5190008198677683e+40""";"=""0.0""";"=""-1.0""";"=""0.0""";"=""0.4873""";"=""0.0378""";"=""0.4""";"=""-1.0""";"=""0.4053""";Нетипичный ряд
"=""A009143""";Expansion of e.g.f. cosh(sin(tan(x))), even powers only.;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=3.1459878493625476e+44;Успешно;"=""15.0""";"=""8.595922113779996e+24""";"=""3.207431855287936e+25""";"=""3.7313""";"=""3.4744""";"=""10.0713""";"=""9.442573146662621e+17""";"=""3.881394906742356e+25""";"=""13.96""";"=""3.7736""";"=""1.6143""";"=""0.2449""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""-0.9999""";"=""1.1573571494605286e+53""";"=""1.0""";"=""1.289099803920471e+26""";"=""4.0""";"=""2.2447741654728708e+23""";"=""2.8074""";"=""1.8259793698083153e+25""";"=""1.2860706362642468e+26""";"=""1.0""";"=""0.0""";"=""0.0""";"=""3.1459878493625476e+44""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4873""";"=""0.0853""";"=""0.5333""";"=""-1.0""";"=""0.5482""";Нетипичный ряд
